Station,Target Variable,RF_max_depth,RF_n_estimators,RF_max_features,RF_min_samples_split,RF_min_samples_leaf,MAE,MSE,RMSE,R2
AIO,"(37.895835876464844, 15.333335876464844)",10,300,sqrt,2,1,0.1917611066409498,0.07343943020927823,0.2709971036916783,0.3709668541363391
AIO,"(37.9375, 15.375)",10,300,sqrt,2,1,0.18835900623319665,0.06965080743669212,0.2639143941445637,0.3636465142805877
AIO,"(37.895835876464844, 15.375)",10,300,sqrt,2,1,0.1912624348772453,0.07278833197694677,0.26979312811290573,0.4001952635637942
AIO,"(37.85416793823242, 15.333335876464844)",10,300,sqrt,2,1,0.1895323782664659,0.07255864593065924,0.2693671211017767,0.4043754039985963
AIO,"(37.97916793823242, 15.416667938232422)",10,300,sqrt,2,1,0.1814822303778494,0.06404713194759636,0.2530753483601205,0.363187282445778
AIO,sea_mean,10,300,sqrt,2,1,0.18785209417160612,0.06973554049377918,0.2640748766804203,0.3832399707840769
AIO,sea_median,10,300,sqrt,2,1,0.19235752242984624,0.07359227708570595,0.271278965431723,0.37058375223692985
AIO,sea_mode,10,300,sqrt,2,1,0.18151097293986027,0.0647005842177036,0.25436309523534184,0.3612626299807097
AIO,"(37.895835876464844, 15.333335876464844)",10,300,sqrt,5,1,0.19180065324579842,0.07387461134784554,0.27179884353662276,0.36723938294227565
AIO,"(37.9375, 15.375)",10,300,sqrt,5,1,0.1883557213570963,0.07000886920361378,0.2645918917949183,0.3603751400945733
AIO,"(37.895835876464844, 15.375)",10,300,sqrt,5,1,0.1913607389412554,0.07321737724448754,0.27058709733556685,0.3966597603227252
AIO,"(37.85416793823242, 15.333335876464844)",10,300,sqrt,5,1,0.18972213513848477,0.07300407040177531,0.27019265423355854,0.4007189717808398
AIO,"(37.97916793823242, 15.416667938232422)",10,300,sqrt,5,1,0.18143094999690113,0.06432241041493057,0.25361863183711597,0.3604502226659474
AIO,sea_mean,10,300,sqrt,5,1,0.18787966745091778,0.0701280099855477,0.2648169367422479,0.37976886417910116
AIO,sea_median,10,300,sqrt,5,1,0.19236943117346703,0.07401309920065574,0.2720534859189563,0.3669845664655894
AIO,sea_mode,10,300,sqrt,5,1,0.1814955888471811,0.06500739509394067,0.25496547823958576,0.35823373040351913
AIO,"(37.895835876464844, 15.333335876464844)",10,300,sqrt,10,1,0.19183421262414266,0.0737460420511315,0.27156222500769783,0.3683406217310713
AIO,"(37.9375, 15.375)",10,300,sqrt,10,1,0.18846284438707206,0.06993394809035018,0.26445027526994597,0.36105964488832765
AIO,"(37.895835876464844, 15.375)",10,300,sqrt,10,1,0.19139780133234183,0.07311643813380835,0.270400514300192,0.3974915386453308
AIO,"(37.85416793823242, 15.333335876464844)",10,300,sqrt,10,1,0.18974114000087394,0.07286688481305563,0.26993866861391985,0.401845110641486
AIO,"(37.97916793823242, 15.416667938232422)",10,300,sqrt,10,1,0.18168681322075403,0.06430197383151375,0.253578338648067,0.3606534210891623
AIO,sea_mean,10,300,sqrt,10,1,0.1879515131621839,0.07003692863551546,0.2646449104659212,0.3805744123358825
AIO,sea_median,10,300,sqrt,10,1,0.19241005803531502,0.0738865066633596,0.2718207252277861,0.3680672806167897
AIO,sea_mode,10,300,sqrt,10,1,0.18174970685900915,0.06498944457149998,0.2549302739407385,0.35841094162398757
AIO,"(37.895835876464844, 15.333335876464844)",10,300,sqrt,2,3,0.19225900115936242,0.07416539632475694,0.27233324498627953,0.3647487128992861
AIO,"(37.9375, 15.375)",10,300,sqrt,2,3,0.18892255605752012,0.07045832498302426,0.26543987074858266,0.3562687591001453
AIO,"(37.895835876464844, 15.375)",10,300,sqrt,2,3,0.19179701778390296,0.07351742507576098,0.27114096901014606,0.39418724714008757
AIO,"(37.85416793823242, 15.333335876464844)",10,300,sqrt,2,3,0.19013158052853682,0.073172828304633,0.27050476577064775,0.3993336598525039
AIO,"(37.97916793823242, 15.416667938232422)",10,300,sqrt,2,3,0.1821384994384412,0.0648919165542589,0.2547389184130664,0.35478769350623074
