Station,Target Variable,RF_max_depth,RF_n_estimators,RF_max_features,RF_min_samples_split,RF_min_samples_leaf,MAE,MSE,RMSE,R2
AIO,"(37.895835876464844, 15.333335876464844)",10,100,sqrt,5,1,0.21180394534591393,0.10657779422944327,0.3264625464420739,0.5048653877180485
AIO,"(37.9375, 15.375)",10,100,sqrt,5,1,0.20524413471391287,0.09868204408606346,0.3141369829963729,0.49796779396381796
AIO,"(37.895835876464844, 15.375)",10,100,sqrt,5,1,0.209592351431396,0.10465725596511517,0.3235077371023994,0.521965818580056
AIO,"(37.85416793823242, 15.333335876464844)",10,100,sqrt,5,1,0.21086671384144995,0.10664568960146822,0.32656651635075545,0.5231468259834983
AIO,"(37.97916793823242, 15.416667938232422)",10,100,sqrt,5,1,0.19507347847381215,0.08832765191587463,0.29719968357297194,0.4921139447337588
AIO,sea_mean,10,100,sqrt,5,1,0.20525159616497302,0.09991350762850051,0.31609097998598523,0.5109947782082551
AIO,sea_median,10,100,sqrt,5,1,0.21152709212511972,0.10617164358628664,0.3258399048402246,0.5071698894174024
AIO,sea_mode,10,100,sqrt,5,1,0.19703202495780445,0.09037794317953829,0.30062924538297714,0.4843165937814494
AIO,"(37.895835876464844, 15.333335876464844)",10,100,sqrt,5,3,0.21291018335691442,0.10910997486717752,0.33031799052909233,0.4931014899252937
AIO,"(37.9375, 15.375)",10,100,sqrt,5,3,0.20639324931128927,0.10121984812534487,0.3181506689060151,0.4850570423460583
AIO,"(37.895835876464844, 15.375)",10,100,sqrt,5,3,0.21097908015939915,0.10748261453913929,0.3278454125638169,0.5090606648886422
AIO,"(37.85416793823242, 15.333335876464844)",10,100,sqrt,5,3,0.21208658797053648,0.10951506321149394,0.3309306018057169,0.5103167723873976
AIO,"(37.97916793823242, 15.416667938232422)",10,100,sqrt,5,3,0.19616084496119704,0.09084106941721579,0.3013985225863189,0.47766173557496583
AIO,sea_mean,10,100,sqrt,5,3,0.20652056569386076,0.10255555113798398,0.32024295642212647,0.49806386322984975
AIO,sea_median,10,100,sqrt,5,3,0.2126734320580475,0.10872363192242152,0.3297326673570902,0.4953240080556741
AIO,sea_mode,10,100,sqrt,5,3,0.19811538611443896,0.09286870623936563,0.3047436730095731,0.4701046618256234
AIO,"(37.895835876464844, 15.333335876464844)",10,100,sqrt,5,5,0.21387142460813033,0.1112853829426801,0.33359463865997624,0.482995071024372
AIO,"(37.9375, 15.375)",10,100,sqrt,5,5,0.2072801955890066,0.10358610418748507,0.32184795197031324,0.47301901899617005
AIO,"(37.895835876464844, 15.375)",10,100,sqrt,5,5,0.21186254791026368,0.10974933509767755,0.3312843719490516,0.498707155266053
AIO,"(37.85416793823242, 15.333335876464844)",10,100,sqrt,5,5,0.21304535439807123,0.1115312380191891,0.33396292910918884,0.5013016930155605
AIO,"(37.97916793823242, 15.416667938232422)",10,100,sqrt,5,5,0.19708671304201317,0.09327249822692779,0.30540546528660517,0.46368096330218456
AIO,sea_mean,10,100,sqrt,5,5,0.2073685068557846,0.10480478233750859,0.32373566738545906,0.4870554838055776
AIO,sea_median,10,100,sqrt,5,5,0.21365845509396109,0.11101234741955604,0.3331851548607111,0.4847001929441729
AIO,sea_mode,10,100,sqrt,5,5,0.1990130044898263,0.09524407289242542,0.30861638467914404,0.4565511649925027
AIO,"(37.895835876464844, 15.333335876464844)",10,100,log2,5,1,0.21032248783032023,0.10373312728553198,0.32207627557075974,0.518081021185866
AIO,"(37.9375, 15.375)",10,100,log2,5,1,0.20386011247742403,0.09577784993768892,0.3094799669408166,0.5127425081336449
AIO,"(37.895835876464844, 15.375)",10,100,log2,5,1,0.20806647276081608,0.10157613611147193,0.3187101129733287,0.5360391916444522
AIO,"(37.85416793823242, 15.333335876464844)",10,100,log2,5,1,0.2092809257884373,0.10382924090556958,0.32222545043116874,0.5357402322909897
AIO,"(37.97916793823242, 15.416667938232422)",10,100,log2,5,1,0.19350557258649032,0.08548522567152565,0.29237856568415826,0.5084579618259667
