Station,Target Variable,RF_max_depth,RF_n_estimators,RF_max_features,RF_min_samples_split,RF_min_samples_leaf,MAE,MSE,RMSE,R2
AIO,"(37.895835876464844, 15.333335876464844)",20,100,sqrt,2,1,0.18210829730050618,0.07507255566695804,0.27399371464863576,0.5273438318583634
AIO,"(37.9375, 15.375)",20,100,sqrt,2,1,0.1734934930860651,0.06748808898918493,0.2597846973730072,0.5449117792858513
AIO,"(37.895835876464844, 15.375)",20,100,sqrt,2,1,0.1807608610237688,0.07376652024293082,0.27159992680950934,0.5462762678799657
AIO,"(37.85416793823242, 15.333335876464844)",20,100,sqrt,2,1,0.18345643035009332,0.07643686587697683,0.2764721792097296,0.5327225593635525
AIO,"(37.97916793823242, 15.416667938232422)",20,100,sqrt,2,1,0.16185170841179775,0.057568064733482666,0.23993345897036258,0.5646034849327985
AIO,sea_mean,20,100,sqrt,2,1,0.17539708799849674,0.06936289277535355,0.2633683594803171,0.5448566562006708
AIO,sea_median,20,100,sqrt,2,1,0.1813367862735234,0.0744090069949472,0.27278014406284634,0.5321048567231563
AIO,sea_mode,20,100,sqrt,2,1,0.1647424834660853,0.05990525710269608,0.24475550474442057,0.5514453522853822
AIO,"(37.895835876464844, 15.333335876464844)",20,100,sqrt,2,3,0.18349163579991135,0.07796563085108871,0.2792232634489625,0.5091290552528733
AIO,"(37.9375, 15.375)",20,100,sqrt,2,3,0.17525433523531336,0.07049923821526173,0.2655169264195067,0.5246068845388736
AIO,"(37.895835876464844, 15.375)",20,100,sqrt,2,3,0.18218059518888363,0.07691223104851226,0.27733054474491675,0.5269276034427882
AIO,"(37.85416793823242, 15.333335876464844)",20,100,sqrt,2,3,0.18457114950543116,0.079308686492798,0.28161797970441804,0.5151664106134493
AIO,"(37.97916793823242, 15.416667938232422)",20,100,sqrt,2,3,0.16361825295936278,0.060590705415132284,0.2461517934428516,0.5417427682284353
AIO,sea_mean,20,100,sqrt,2,3,0.17699591553510893,0.07237570719112495,0.2690273353975855,0.5250872611743974
AIO,sea_median,20,100,sqrt,2,3,0.18277039034082435,0.07738931390847194,0.2781893490205402,0.5133642339594724
AIO,sea_mode,20,100,sqrt,2,3,0.16652783304788243,0.06281611032322294,0.25063142325578996,0.5296496568150488
AIO,"(37.895835876464844, 15.333335876464844)",20,100,sqrt,2,5,0.18319211629470064,0.07651017278235436,0.27660472299357863,0.5182926068004009
AIO,"(37.9375, 15.375)",20,100,sqrt,2,5,0.17528264658141152,0.06937202966087588,0.2633857051187021,0.5322079196707384
AIO,"(37.895835876464844, 15.375)",20,100,sqrt,2,5,0.18196784923351297,0.07548867872062333,0.2747520313312048,0.5356836010545887
AIO,"(37.85416793823242, 15.333335876464844)",20,100,sqrt,2,5,0.18401208736882532,0.0777705200585679,0.2788736632573393,0.5245696019454531
AIO,"(37.97916793823242, 15.416667938232422)",20,100,sqrt,2,5,0.16390895343676343,0.05976964681594951,0.24447831563545572,0.5479525662198244
AIO,sea_mean,20,100,sqrt,2,5,0.17690988352667605,0.0711117671699789,0.2666678967742066,0.5333809447935244
AIO,sea_median,20,100,sqrt,2,5,0.18250090723488827,0.07593207234326144,0.2755577477467499,0.522527590365901
AIO,sea_mode,20,100,sqrt,2,5,0.16677923855383978,0.06195389131353269,0.24890538626862355,0.5361057236587558
AIO,"(37.895835876464844, 15.333335876464844)",20,100,log2,2,1,0.18197459600276014,0.07389501867031145,0.27183638216822903,0.5347575947139811
AIO,"(37.9375, 15.375)",20,100,log2,2,1,0.17345604998530673,0.06646733162550254,0.257812590122171,0.5517949887436496
AIO,"(37.895835876464844, 15.375)",20,100,log2,2,1,0.18060125403487312,0.0726399302970741,0.2695179591364444,0.5532057067788001
AIO,"(37.85416793823242, 15.333335876464844)",20,100,log2,2,1,0.18316138700497386,0.0752337313547062,0.27428767991783043,0.5400776178665114
AIO,"(37.97916793823242, 15.416667938232422)",20,100,log2,2,1,0.16155978532499005,0.05674406046719485,0.23821011831405242,0.5708355614773755
AIO,sea_mean,20,100,log2,2,1,0.1753220481167859,0.0682955408035602,0.2613341554476954,0.5518603742697282
AIO,sea_median,20,100,log2,2,1,0.1811876952810087,0.07322408681997881,0.27059949523230603,0.5395558148454184
AIO,sea_mode,20,100,log2,2,1,0.16444903477315773,0.0590349398824289,0.2429710679945843,0.5579620563781076
AIO,"(37.895835876464844, 15.333335876464844)",20,100,log2,2,3,0.18284815096428353,0.0757163978435329,0.2751661277183892,0.5232902070235055
AIO,"(37.9375, 15.375)",20,100,log2,2,3,0.17464733296978133,0.06838935772715748,0.26151358994736296,0.5388343100243504
AIO,"(37.895835876464844, 15.375)",20,100,log2,2,3,0.1817122261204838,0.07461916348997177,0.27316508468318523,0.5410318226365094
AIO,"(37.85416793823242, 15.333335876464844)",20,100,log2,2,3,0.18395451736486107,0.0770453052974418,0.2775703609851776,0.5290030189047014
AIO,"(37.97916793823242, 15.416667938232422)",20,100,log2,2,3,0.1629931982255013,0.05863796089080703,0.24215276354154422,0.5565116885429178
AIO,sea_mean,20,100,log2,2,3,0.17643389519018968,0.07019278460985125,0.2649392092723371,0.5394110969191633
AIO,sea_median,20,100,log2,2,3,0.1821383071509943,0.07511918228317684,0.274078788459043,0.527639166591578
AIO,sea_mode,20,100,log2,2,3,0.1658572358742624,0.06086111913318021,0.2467004643959557,0.5442881113839272
AIO,"(37.895835876464844, 15.333335876464844)",20,100,log2,2,5,0.18457931561211488,0.0770840319101193,0.27764011221385015,0.5146795946420597
AIO,"(37.9375, 15.375)",20,100,log2,2,5,0.17625638862658127,0.06965358549661334,0.26391965727587124,0.5303093217664776
AIO,"(37.895835876464844, 15.375)",20,100,log2,2,5,0.18328591733424301,0.07603067348570938,0.2757366016431431,0.5323498951024235
AIO,"(37.85416793823242, 15.333335876464844)",20,100,log2,2,5,0.1856072691667614,0.07847963925559136,0.28014217685952136,0.5202345811450895
AIO,"(37.97916793823242, 15.416667938232422)",20,100,log2,2,5,0.1643721149660401,0.05977808866858626,0.24449558005940775,0.5478887191331493
AIO,sea_mean,20,100,log2,2,5,0.17807565911607276,0.07152679389274537,0.2674449361882654,0.5306576349255552
AIO,sea_median,20,100,log2,2,5,0.18390021569784396,0.07653523781464096,0.276650027678728,0.5187347942240315
AIO,sea_mode,20,100,log2,2,5,0.1672846021524831,0.061993487244529966,0.24898491368862083,0.5358092398485124
AIO,"(37.895835876464844, 15.333335876464844)",20,100,0.5,2,1,0.1855121548544006,0.08263738608446769,0.2874671913183619,0.4797157242760991
AIO,"(37.9375, 15.375)",20,100,0.5,2,1,0.1769874721097253,0.07467208882759171,0.273261941784054,0.4964683612984908
AIO,"(37.895835876464844, 15.375)",20,100,0.5,2,1,0.18411832126791652,0.08167849628990516,0.28579450010436724,0.49761121917419415
AIO,"(37.85416793823242, 15.333335876464844)",20,100,0.5,2,1,0.18676345414140444,0.08428225503299068,0.29031406275444305,0.4847617576802473
AIO,"(37.97916793823242, 15.416667938232422)",20,100,0.5,2,1,0.165504602742046,0.06428915117625725,0.25355305396752226,0.5137708292199957
AIO,sea_mean,20,100,0.5,2,1,0.17886771653968986,0.07679258488842507,0.2771147503985038,0.4961047259330734
AIO,sea_median,20,100,0.5,2,1,0.18475143669739774,0.08199233960860539,0.2863430453295581,0.484419708875067
AIO,sea_mode,20,100,0.5,2,1,0.16842385791585668,0.06662119966369161,0.258110828257343,0.5011581588867351
AIO,"(37.895835876464844, 15.333335876464844)",20,100,0.5,2,3,0.18636740998658455,0.08606529581226324,0.2933688732845788,0.4581336339598585
AIO,"(37.9375, 15.375)",20,100,0.5,2,3,0.17797008704593867,0.0781216057708212,0.2795024253397834,0.47320744886890376
AIO,"(37.895835876464844, 15.375)",20,100,0.5,2,3,0.18512666340560027,0.08530468356924316,0.2920696553379744,0.47530723600772373
AIO,"(37.85416793823242, 15.333335876464844)",20,100,0.5,2,3,0.18767754956801894,0.0877715598261256,0.2962626534447526,0.46343077563866575
AIO,"(37.97916793823242, 15.416667938232422)",20,100,0.5,2,3,0.16637643718597436,0.06767475332258795,0.2601437166694363,0.4881649766915006
AIO,sea_mean,20,100,0.5,2,3,0.17976084001300205,0.08028734055893992,0.2833502083269746,0.4731729432752865
AIO,sea_median,20,100,0.5,2,3,0.1856216890387794,0.0854872669817926,0.29238205653184773,0.46244307445860944
AIO,sea_mode,20,100,0.5,2,3,0.1692550657643822,0.06992271847335867,0.2644290424165974,0.47643726328896374
AIO,"(37.895835876464844, 15.333335876464844)",20,100,0.5,2,5,0.18518207229021819,0.08329332390567308,0.2886058279135629,0.4755859453661403
AIO,"(37.9375, 15.375)",20,100,0.5,2,5,0.17698005155935953,0.07557691915339991,0.2749125663795671,0.4903668754039021
AIO,"(37.895835876464844, 15.375)",20,100,0.5,2,5,0.18406408940901767,0.08251193236157134,0.2872489031512067,0.49248491358631363
AIO,"(37.85416793823242, 15.333335876464844)",20,100,0.5,2,5,0.186386631872483,0.08489267751974196,0.2913634800721291,0.4810300942473803
AIO,"(37.97916793823242, 15.416667938232422)",20,100,0.5,2,5,0.16551697593734035,0.06537036884982858,0.2556762970042952,0.5055934063852792
AIO,sea_mean,20,100,0.5,2,5,0.17873097790381265,0.0776409729997632,0.2786412980872778,0.4905377983384499
AIO,sea_median,20,100,0.5,2,5,0.18455647009258233,0.08277266160640556,0.28770238373431245,0.47951292557412095
AIO,sea_mode,20,100,0.5,2,5,0.16845801411562672,0.06753527097755462,0.259875491298342,0.49431383576709675
CAVT,"(37.5625, 12.75)",20,100,sqrt,2,1,0.14389424600186648,0.04814216316277354,0.21941322467612007,0.8569925363303752
CAVT,"(37.5625, 12.791667938232422)",20,100,sqrt,2,1,0.1405777510757228,0.04590540530707414,0.2142554673913227,0.8556974939878018
CAVT,"(37.5625, 12.708333969116211)",20,100,sqrt,2,1,0.1472783939382802,0.05046230364114785,0.22463816158691258,0.858249741415576
CAVT,"(37.5625, 12.833333969116211)",20,100,sqrt,2,1,0.1366089225800386,0.04344933174268225,0.20844503290479782,0.8541378144587082
CAVT,"(37.5625, 12.666667938232422)",20,100,sqrt,2,1,0.1515376353408575,0.05332174544847,0.23091501780627002,0.8592139690508839
CAVT,sea_mean,20,100,sqrt,2,1,0.14348694033122444,0.047905467007031965,0.21887317562239547,0.8576433558397052
CAVT,sea_median,20,100,sqrt,2,1,0.14389588235912967,0.04814025565764637,0.21940887780043533,0.8569813078712079
CAVT,sea_mode,20,100,sqrt,2,1,0.1366392518587643,0.043443403676330504,0.2084308126845225,0.8541550577504995
CAVT,"(37.5625, 12.75)",20,100,sqrt,2,3,0.1434731602077268,0.048616314468498484,0.2204910757116906,0.8555840583731612
CAVT,"(37.5625, 12.791667938232422)",20,100,sqrt,2,3,0.1399819630618664,0.046329748756743054,0.21524346391178306,0.8543635808508309
CAVT,"(37.5625, 12.708333969116211)",20,100,sqrt,2,3,0.14700143556142098,0.05100532011439355,0.22584357443680692,0.8567243904120714
CAVT,"(37.5625, 12.833333969116211)",20,100,sqrt,2,3,0.13598729442168478,0.043812480074862735,0.20931430929313632,0.8529187022817657
CAVT,"(37.5625, 12.666667938232422)",20,100,sqrt,2,3,0.15128169282410378,0.05396031122802361,0.2322935884350311,0.8575279563210463
CAVT,sea_mean,20,100,sqrt,2,3,0.14306874085449545,0.04838563009890875,0.2199673387094292,0.8562164955943146
CAVT,sea_median,20,100,sqrt,2,3,0.14347383563343977,0.048616064732269884,0.22049050939273981,0.8555677384867907
