Station,Target Variable,RF_max_depth,RF_n_estimators,RF_max_features,RF_min_samples_split,RF_min_samples_leaf,MAE,MSE,RMSE,R2
AIO,"(37.895835876464844, 15.333335876464844)",20,200,sqrt,2,1,0.21318653562733977,0.10575298615330943,0.32519684216380307,0.547405705068101
AIO,"(37.9375, 15.375)",20,200,sqrt,2,1,0.20825158100329308,0.09911469897653087,0.3148248703271882,0.5549584038586912
AIO,"(37.895835876464844, 15.375)",20,200,sqrt,2,1,0.21329534102660933,0.10619475929506962,0.3258753738702414,0.5636424762579242
AIO,"(37.85416793823242, 15.333335876464844)",20,200,sqrt,2,1,0.21366845083043567,0.10783906256118024,0.32838858469986476,0.5531536335522447
AIO,"(37.97916793823242, 15.416667938232422)",20,200,sqrt,2,1,0.20081682321183306,0.09129486361959846,0.30215039900618773,0.5577046915640669
AIO,sea_mean,20,200,sqrt,2,1,0.20852821039033104,0.10074863248539764,0.317409250787367,0.558704434058398
AIO,sea_median,20,200,sqrt,2,1,0.21349993120866229,0.10567094313217332,0.3250706740574629,0.552222649748938
AIO,sea_mode,20,200,sqrt,2,1,0.20050312817748833,0.09164961060145518,0.30273686693472796,0.5497419005597417
AIO,"(37.895835876464844, 15.333335876464844)",20,200,sqrt,5,1,0.21286755266071866,0.10509220852029523,0.3241792845329498,0.5502336553492144
AIO,"(37.9375, 15.375)",20,200,sqrt,5,1,0.2082954278248074,0.09853507364132054,0.313902968513075,0.5575610186777811
AIO,"(37.895835876464844, 15.375)",20,200,sqrt,5,1,0.21290387357476842,0.10547056222889532,0.3247623165160874,0.5666182242194506
AIO,"(37.85416793823242, 15.333335876464844)",20,200,sqrt,5,1,0.21304410462545398,0.10697010492221165,0.3270628455239324,0.5567542820959934
AIO,"(37.97916793823242, 15.416667938232422)",20,200,sqrt,5,1,0.20102643196596154,0.0907610495530953,0.30126574573471726,0.560290855208226
AIO,sea_mean,20,200,sqrt,5,1,0.20830864725239595,0.10009165956761686,0.31637265932380576,0.5615820833962428
AIO,sea_median,20,200,sqrt,5,1,0.21316743690282017,0.10494343481352288,0.3239497411845283,0.5553054437276331
AIO,sea_mode,20,200,sqrt,5,1,0.20057922095170272,0.09110290451712491,0.3018325769646559,0.552427769499801
AIO,"(37.895835876464844, 15.333335876464844)",20,200,sqrt,10,1,0.21563593139468254,0.10960423699264298,0.3310653062352547,0.5309233888552316
AIO,"(37.9375, 15.375)",20,200,sqrt,10,1,0.21085058319333,0.10239078240649208,0.3199855971860172,0.5402482406455914
AIO,"(37.895835876464844, 15.375)",20,200,sqrt,10,1,0.21560998906533443,0.10999895360354321,0.3316609015297752,0.5480109251409162
AIO,"(37.85416793823242, 15.333335876464844)",20,200,sqrt,10,1,0.2158217997350534,0.11172601924628232,0.3342544229270307,0.5370474802713563
AIO,"(37.97916793823242, 15.416667938232422)",20,200,sqrt,10,1,0.2031297381105646,0.09381741309120155,0.3062962831821528,0.5454837214858765
AIO,sea_mean,20,200,sqrt,10,1,0.21097365871955065,0.10422815504694602,0.32284385551988753,0.543463553461556
