,Station,Target Variable,RF_max_depth,RF_n_estimators,RF_max_features,RF_min_samples_split,RF_min_samples_leaf,MAE,MSE,RMSE,R2,Station_Target
4244,HAGA,"(37.35416793823242, 15.125)",30,200,sqrt,10,5,0.126530965979696,0.0301983602899935,0.1737767541703826,0.5799463137536954,"HAGA_(37.35416793823242, 15.125)"
4245,HAGA,sea_mean,30,200,sqrt,10,5,0.1238964952921022,0.0287829922402413,0.1696555104918238,0.6003519205134495,HAGA_sea_mean
4246,HAGA,sea_median,30,200,sqrt,10,5,0.1253087682047054,0.0294433554378456,0.1715906624436354,0.5939480656556584,HAGA_sea_median
4248,HAGA,"(37.3125, 15.166667938232422)",30,200,log2,2,1,0.1207481029626446,0.0266780338445585,0.1633341172093527,0.6012838092808874,"HAGA_(37.3125, 15.166667938232422)"
4249,HAGA,"(37.3125, 15.125)",30,200,log2,2,1,0.118464897110016,0.025057740449633,0.1582963690348993,0.5565875316064935,"HAGA_(37.3125, 15.125)"
4250,HAGA,"(37.3125, 15.208335876464844)",30,200,log2,2,1,0.1272969222316163,0.0307590798456012,0.1753826668904348,0.640529788699254,"HAGA_(37.3125, 15.208335876464844)"
4251,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,log2,2,1,0.1289163105101252,0.0318282489106871,0.1784047334312829,0.6219001519550154,"HAGA_(37.35416793823242, 15.166667938232422)"
4252,HAGA,"(37.35416793823242, 15.125)",30,200,log2,2,1,0.1258179661495229,0.0296488741991782,0.1721884845138555,0.5875895651015024,"HAGA_(37.35416793823242, 15.125)"
4253,HAGA,sea_mean,30,200,log2,2,1,0.1231972448805912,0.028289555899967,0.1681949936828294,0.607203219506047,HAGA_sea_mean
4254,HAGA,sea_median,30,200,log2,2,1,0.1247221441526343,0.0289823369360652,0.1702419952187628,0.6003059501981189,HAGA_sea_median
4256,HAGA,"(37.3125, 15.166667938232422)",30,200,log2,5,1,0.120452264852596,0.026703460913141,0.1634119362627498,0.6009037893744198,"HAGA_(37.3125, 15.166667938232422)"
4257,HAGA,"(37.3125, 15.125)",30,200,log2,5,1,0.1179322577357844,0.0250287172205058,0.1582046687696221,0.5571011158897177,"HAGA_(37.3125, 15.125)"
4258,HAGA,"(37.3125, 15.208335876464844)",30,200,log2,5,1,0.1272175384287108,0.0308587814097665,0.1756666770043952,0.6393646126758676,"HAGA_(37.3125, 15.208335876464844)"
4259,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,log2,5,1,0.1287555921433138,0.0319026916185631,0.1786132459213568,0.6210158187761796,"HAGA_(37.35416793823242, 15.166667938232422)"
4260,HAGA,"(37.35416793823242, 15.125)",30,200,log2,5,1,0.1253836199678304,0.0296601966299225,0.1722213593893701,0.5874320721540127,"HAGA_(37.35416793823242, 15.125)"
4261,HAGA,sea_mean,30,200,log2,5,1,0.1229285202386377,0.0283287959017248,0.1683116035861011,0.6066583772182585,HAGA_sea_mean
4262,HAGA,sea_median,30,200,log2,5,1,0.1243600741039964,0.0290118953269256,0.1703287859609339,0.5998983118156564,HAGA_sea_median
4264,HAGA,"(37.3125, 15.166667938232422)",30,200,log2,10,1,0.1202168247577793,0.0265203371574911,0.1628506590637298,0.6036406629651916,"HAGA_(37.3125, 15.166667938232422)"
4265,HAGA,"(37.3125, 15.125)",30,200,log2,10,1,0.1176530178908838,0.0248098334208434,0.1575113755283834,0.5609744023137171,"HAGA_(37.3125, 15.125)"
4266,HAGA,"(37.3125, 15.208335876464844)",30,200,log2,10,1,0.1270718474731255,0.0307519842191917,0.1753624367394331,0.6406127127118559,"HAGA_(37.3125, 15.208335876464844)"
4267,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,log2,10,1,0.128663229921816,0.0318257181635038,0.1783976405771775,0.6219302156612574,"HAGA_(37.35416793823242, 15.166667938232422)"
4268,HAGA,"(37.35416793823242, 15.125)",30,200,log2,10,1,0.125329997655951,0.0295124095162466,0.1717917620732921,0.5894877639625467,"HAGA_(37.35416793823242, 15.125)"
4269,HAGA,sea_mean,30,200,log2,10,1,0.1227840939013301,0.0281747840423124,0.1678534600248455,0.6087968117256435,HAGA_sea_mean
4270,HAGA,sea_median,30,200,log2,10,1,0.1242064137684146,0.0288362879635117,0.1698125082657686,0.6023201047308644,HAGA_sea_median
4272,HAGA,"(37.3125, 15.166667938232422)",30,200,log2,2,3,0.1203115753968926,0.0267445603579104,0.1635376420213722,0.6002895381835476,"HAGA_(37.3125, 15.166667938232422)"
4273,HAGA,"(37.3125, 15.125)",30,200,log2,2,3,0.1177503446810176,0.0250406892294705,0.1582425013372531,0.5568892636655585,"HAGA_(37.3125, 15.125)"
4274,HAGA,"(37.3125, 15.208335876464844)",30,200,log2,2,3,0.1272601859204387,0.0309977173809288,0.1760616862946871,0.6377409183663603,"HAGA_(37.3125, 15.208335876464844)"
4275,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,log2,2,3,0.1288548221060332,0.0320909454131868,0.1791394580018229,0.6187794805050773,"HAGA_(37.35416793823242, 15.166667938232422)"
4276,HAGA,"(37.35416793823242, 15.125)",30,200,log2,2,3,0.1254147814673352,0.0297937773701386,0.1726087407118731,0.5855739884103777,"HAGA_(37.35416793823242, 15.125)"
4277,HAGA,sea_mean,30,200,log2,2,3,0.1228667561557051,0.0284255710009054,0.1685988463807077,0.60531466763425,HAGA_sea_mean
4278,HAGA,sea_median,30,200,log2,2,3,0.1242767526223054,0.0290927800068553,0.1705660576048333,0.598782834987154,HAGA_sea_median
4280,HAGA,"(37.3125, 15.166667938232422)",30,200,log2,5,3,0.1208252365291544,0.0268875339211768,0.1639741867526011,0.5981527287450685,"HAGA_(37.3125, 15.166667938232422)"
4281,HAGA,"(37.3125, 15.125)",30,200,log2,5,3,0.1182988555766124,0.0251450039331338,0.1585717627231716,0.5550433494126731,"HAGA_(37.3125, 15.125)"
4282,HAGA,"(37.3125, 15.208335876464844)",30,200,log2,5,3,0.1277197756501661,0.0312224758105126,0.1766988279828496,0.6351142481090026,"HAGA_(37.3125, 15.208335876464844)"
4283,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,log2,5,3,0.1294172407826296,0.0323664516227333,0.1799067859274168,0.6155066376836802,"HAGA_(37.35416793823242, 15.166667938232422)"
4284,HAGA,"(37.35416793823242, 15.125)",30,200,log2,5,3,0.1261282482249512,0.0300283192281302,0.1732868120433008,0.5823115539244537,"HAGA_(37.35416793823242, 15.125)"
4285,HAGA,sea_mean,30,200,log2,5,3,0.1234914401320517,0.0286192956349883,0.1691723843746027,0.6026248264490726,HAGA_sea_mean
4286,HAGA,sea_median,30,200,log2,5,3,0.1248815380379123,0.0292738924809847,0.1710961498134448,0.5962851213481842,HAGA_sea_median
4288,HAGA,"(37.3125, 15.166667938232422)",30,200,log2,10,3,0.1204221821152459,0.0267128584111288,0.1634406877467445,0.600763339196501,"HAGA_(37.3125, 15.166667938232422)"
4289,HAGA,"(37.3125, 15.125)",30,200,log2,10,3,0.1178661468424961,0.0249795503272585,0.1580492022354384,0.5579711549717279,"HAGA_(37.3125, 15.125)"
4290,HAGA,"(37.3125, 15.208335876464844)",30,200,log2,10,3,0.1274083915208657,0.0310076232001943,0.1760898157196899,0.6376251526489736,"HAGA_(37.3125, 15.208335876464844)"
4291,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,log2,10,3,0.1290469471355546,0.0321205539754281,0.1792220800443632,0.6184277491573784,"HAGA_(37.35416793823242, 15.166667938232422)"
4292,HAGA,"(37.35416793823242, 15.125)",30,200,log2,10,3,0.1256292670605721,0.0297862274380434,0.1725868692515262,0.5856790065894134,"HAGA_(37.35416793823242, 15.125)"
4293,HAGA,sea_mean,30,200,log2,10,3,0.1230269651680852,0.0284107583301597,0.1685549119134763,0.6055203396285366,HAGA_sea_mean
4294,HAGA,sea_median,30,200,log2,10,3,0.1244853644270636,0.0290845907704231,0.1705420498599192,0.5988957723628242,HAGA_sea_median
4296,HAGA,"(37.3125, 15.166667938232422)",30,200,log2,2,5,0.1212705854295289,0.0270641363612502,0.1645118122240778,0.5955133193872417,"HAGA_(37.3125, 15.166667938232422)"
4297,HAGA,"(37.3125, 15.125)",30,200,log2,2,5,0.118619634663771,0.0253038477830708,0.1590718321484695,0.5522325076397974,"HAGA_(37.3125, 15.125)"
4298,HAGA,"(37.3125, 15.208335876464844)",30,200,log2,2,5,0.1282613570127412,0.0314608444822478,0.1773720510177628,0.6323285198874098,"HAGA_(37.3125, 15.208335876464844)"
4299,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,log2,2,5,0.1299337781944771,0.0326498977467801,0.1806928270485027,0.6121394736046339,"HAGA_(37.35416793823242, 15.166667938232422)"
4300,HAGA,"(37.35416793823242, 15.125)",30,200,log2,2,5,0.1265245899618358,0.0302800767755479,0.174011714477928,0.5788096523371624,"HAGA_(37.35416793823242, 15.125)"
4301,HAGA,sea_mean,30,200,log2,2,5,0.1239173866934488,0.0288368953637391,0.1698142967000693,0.5996034826997424,HAGA_sea_mean
4302,HAGA,sea_median,30,200,log2,2,5,0.125340886373858,0.0295029053805847,0.1717640980548168,0.5931268151874383,HAGA_sea_median
4304,HAGA,"(37.3125, 15.166667938232422)",30,200,log2,5,5,0.1210491409898371,0.026940142729273,0.1641345263168997,0.5973664645216783,"HAGA_(37.3125, 15.166667938232422)"
4305,HAGA,"(37.3125, 15.125)",30,200,log2,5,5,0.1184543248688499,0.025183039656214,0.1586916496108538,0.5543702833837543,"HAGA_(37.3125, 15.125)"
4306,HAGA,"(37.3125, 15.208335876464844)",30,200,log2,5,5,0.1278003030720793,0.0312777453253869,0.1768551535166192,0.6344683333322905,"HAGA_(37.3125, 15.208335876464844)"
4307,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,log2,5,5,0.1293972548016944,0.0324183347043347,0.1800509225311959,0.6148902988670327,"HAGA_(37.35416793823242, 15.166667938232422)"
4308,HAGA,"(37.35416793823242, 15.125)",30,200,log2,5,5,0.1260430526596365,0.0300647232706623,0.1733918200800208,0.581805180329563,"HAGA_(37.35416793823242, 15.125)"
4309,HAGA,sea_mean,30,200,log2,5,5,0.1235599094392471,0.0286635950095411,0.1693032634344096,0.6020097354323113,HAGA_sea_mean
4310,HAGA,sea_median,30,200,log2,5,5,0.1250010728416297,0.0293336025143938,0.1712705535531248,0.5954616630770407,HAGA_sea_median
4312,HAGA,"(37.3125, 15.166667938232422)",30,200,log2,10,5,0.1214327514829166,0.027264783469308,0.1651205119581091,0.5925145507722174,"HAGA_(37.3125, 15.166667938232422)"
4313,HAGA,"(37.3125, 15.125)",30,200,log2,10,5,0.1187318764031655,0.0254933678327323,0.1596664267550705,0.5488788312299331,"HAGA_(37.3125, 15.125)"
4314,HAGA,"(37.3125, 15.208335876464844)",30,200,log2,10,5,0.1284836139109138,0.0316534968934859,0.1779142964842509,0.6300770610231337,"HAGA_(37.3125, 15.208335876464844)"
4315,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,log2,10,5,0.1301224288049993,0.0328138704571425,0.1811459921089686,0.6101915795484603,"HAGA_(37.35416793823242, 15.166667938232422)"
4316,HAGA,"(37.35416793823242, 15.125)",30,200,log2,10,5,0.1267388841282834,0.0304444607472566,0.1744834110947417,0.576523101259125,"HAGA_(37.35416793823242, 15.125)"
4317,HAGA,sea_mean,30,200,log2,10,5,0.1241070801609739,0.0290174553179411,0.1703451065277225,0.5970964313714198,HAGA_sea_mean
4318,HAGA,sea_median,30,200,log2,10,5,0.1255143416218519,0.0296902663710911,0.1723086369602264,0.5905429285520858,HAGA_sea_median
4320,HAGA,"(37.3125, 15.166667938232422)",30,200,0.5,2,1,0.1218608307396307,0.027483191794319,0.1657805531246624,0.5892503321316267,"HAGA_(37.3125, 15.166667938232422)"
4321,HAGA,"(37.3125, 15.125)",30,200,0.5,2,1,0.1192364604727667,0.0257440889356351,0.1604496461062944,0.5444421637123673,"HAGA_(37.3125, 15.125)"
4322,HAGA,"(37.3125, 15.208335876464844)",30,200,0.5,2,1,0.1288511186729669,0.0317023509606255,0.1780515401804364,0.6295061212575186,"HAGA_(37.3125, 15.208335876464844)"
4323,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,0.5,2,1,0.1304499594532872,0.0327045325242085,0.1808439452240759,0.6114904463489517,"HAGA_(37.35416793823242, 15.166667938232422)"
4324,HAGA,"(37.35416793823242, 15.125)",30,200,0.5,2,1,0.1268090592849838,0.0303637698947479,0.1742520298152877,0.5776454963069737,"HAGA_(37.35416793823242, 15.125)"
4325,HAGA,sea_mean,30,200,0.5,2,1,0.1243863428090279,0.0290786952858797,0.1705247644357843,0.5962461224330651,HAGA_sea_mean
4326,HAGA,sea_median,30,200,0.5,2,1,0.1258932942233462,0.0297929550313024,0.1726063586062299,0.5891267540538339,HAGA_sea_median
4328,HAGA,"(37.3125, 15.166667938232422)",30,200,0.5,5,1,0.12124498804092,0.0272885434227143,0.1651924436005302,0.592159446712862,"HAGA_(37.3125, 15.166667938232422)"
4329,HAGA,"(37.3125, 15.125)",30,200,0.5,5,1,0.1186850504732447,0.0255577225113185,0.1598678282560896,0.547740034739405,"HAGA_(37.3125, 15.125)"
4330,HAGA,"(37.3125, 15.208335876464844)",30,200,0.5,5,1,0.1281543098130302,0.0315408944263047,0.1775975631204006,0.6313930052215233,"HAGA_(37.3125, 15.208335876464844)"
4331,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,0.5,5,1,0.129790386060679,0.0325801985642599,0.1804998575186692,0.612967456645539,"HAGA_(37.35416793823242, 15.166667938232422)"
4332,HAGA,"(37.35416793823242, 15.125)",30,200,0.5,5,1,0.1262415843851473,0.0302195396619067,0.1738376819389478,0.5796517125515414,"HAGA_(37.35416793823242, 15.125)"
4333,HAGA,sea_mean,30,200,0.5,5,1,0.1237473673167183,0.0289121320882492,0.170035678868434,0.5985588306286049,HAGA_sea_mean
4334,HAGA,sea_median,30,200,0.5,5,1,0.1252511515921252,0.0296088036623289,0.1720720885626979,0.5916663769491146,HAGA_sea_median
4336,HAGA,"(37.3125, 15.166667938232422)",30,200,0.5,10,1,0.1217186875250747,0.0274897568290309,0.165800352318778,0.5891522144949407,"HAGA_(37.3125, 15.166667938232422)"
4337,HAGA,"(37.3125, 15.125)",30,200,0.5,10,1,0.1189508145990163,0.025721981752817,0.1603807399684171,0.5448333642087688,"HAGA_(37.3125, 15.125)"
4338,HAGA,"(37.3125, 15.208335876464844)",30,200,0.5,10,1,0.1288802436106865,0.0318199970224507,0.1783816050562689,0.6281312343975972,"HAGA_(37.3125, 15.208335876464844)"
4339,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,0.5,10,1,0.1305070755499766,0.0328736565380466,0.1813109388262236,0.609481358003804,"HAGA_(37.35416793823242, 15.166667938232422)"
4340,HAGA,"(37.35416793823242, 15.125)",30,200,0.5,10,1,0.1268031714072185,0.0304765249581642,0.1745752701792674,0.5760770939309469,"HAGA_(37.35416793823242, 15.125)"
4341,HAGA,sea_mean,30,200,0.5,10,1,0.1243145798622841,0.0291519194915383,0.1707393319992154,0.5952294139227362,HAGA_sea_mean
4342,HAGA,sea_median,30,200,0.5,10,1,0.1258264206106778,0.0298440741106359,0.1727543750839205,0.5884217732275461,HAGA_sea_median
4344,HAGA,"(37.3125, 15.166667938232422)",30,200,0.5,2,3,0.1209610764468025,0.0272760968529112,0.1651547663644958,0.5923454667519829,"HAGA_(37.3125, 15.166667938232422)"
4345,HAGA,"(37.3125, 15.125)",30,200,0.5,2,3,0.1183371712200606,0.0254970206907376,0.1596778653750659,0.5488141916113644,"HAGA_(37.3125, 15.125)"
4346,HAGA,"(37.3125, 15.208335876464844)",30,200,0.5,2,3,0.1280355921401235,0.0315611124067083,0.1776544747725437,0.631156725016645,"HAGA_(37.3125, 15.208335876464844)"
4347,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,0.5,2,3,0.1297485129433259,0.0326079751388699,0.1805767846066318,0.6126374881741747,"HAGA_(37.35416793823242, 15.166667938232422)"
4348,HAGA,"(37.35416793823242, 15.125)",30,200,0.5,2,3,0.1260087657420325,0.0301969794494452,0.1737727810948689,0.5799655209939856,"HAGA_(37.35416793823242, 15.125)"
4349,HAGA,sea_mean,30,200,0.5,2,3,0.1234753466505729,0.0289036046100642,0.1700106014637448,0.5986772335469337,HAGA_sea_mean
4350,HAGA,sea_median,30,200,0.5,2,3,0.1249464856080131,0.0296107470419519,0.1720777354626448,0.5916395758918519,HAGA_sea_median
4352,HAGA,"(37.3125, 15.166667938232422)",30,200,0.5,5,3,0.1215707102486149,0.0276749003093207,0.1663577479690104,0.5863851551371269,"HAGA_(37.3125, 15.166667938232422)"
4353,HAGA,"(37.3125, 15.125)",30,200,0.5,5,3,0.1188530923180301,0.0258567848621597,0.1608004504414082,0.5424479384525667,"HAGA_(37.3125, 15.125)"
4354,HAGA,"(37.3125, 15.208335876464844)",30,200,0.5,5,3,0.1287878989944876,0.0320597081234172,0.179052249702195,0.625329817692413,"HAGA_(37.3125, 15.208335876464844)"
4355,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,0.5,5,3,0.130462107585673,0.0331174040190464,0.1819818782710148,0.606585789171664,"HAGA_(37.35416793823242, 15.166667938232422)"
4356,HAGA,"(37.35416793823242, 15.125)",30,200,0.5,5,3,0.1267008997652061,0.0306604538344408,0.1751012673696018,0.5735186767935527,"HAGA_(37.35416793823242, 15.125)"
4357,HAGA,sea_mean,30,200,0.5,5,3,0.1242098164768681,0.0293454894667192,0.1713052523033642,0.592541720156166,HAGA_sea_mean
4358,HAGA,sea_median,30,200,0.5,5,3,0.1256944776296127,0.0300468243893244,0.1733401984229984,0.5856256536404244,HAGA_sea_median
4360,HAGA,"(37.3125, 15.166667938232422)",30,200,0.5,10,3,0.1209977862906727,0.0271818748307666,0.1648692658768353,0.5937536606979923,"HAGA_(37.3125, 15.166667938232422)"
4361,HAGA,"(37.3125, 15.125)",30,200,0.5,10,3,0.1182896301536385,0.025390551680078,0.1593441297320928,0.5506982276807343,"HAGA_(37.3125, 15.125)"
4362,HAGA,"(37.3125, 15.208335876464844)",30,200,0.5,10,3,0.1281364649789305,0.0315339640643963,0.1775780506267492,0.6314739978478341,"HAGA_(37.3125, 15.208335876464844)"
4363,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,0.5,10,3,0.1298640035914273,0.0325974356738841,0.1805475994686279,0.6127626904786054,"HAGA_(37.35416793823242, 15.166667938232422)"
4364,HAGA,"(37.35416793823242, 15.125)",30,200,0.5,10,3,0.1261775915701643,0.0301542554665048,0.1736498069866617,0.5805598038077838,"HAGA_(37.35416793823242, 15.125)"
4365,HAGA,sea_mean,30,200,0.5,10,3,0.1236669751917742,0.0288462518780933,0.1698418437196599,0.5994735687227264,HAGA_sea_mean
4366,HAGA,sea_median,30,200,0.5,10,3,0.1250733956672868,0.0295161416831379,0.1718026242032932,0.5929442739595316,HAGA_sea_median
4368,HAGA,"(37.3125, 15.166667938232422)",30,200,0.5,2,5,0.1213956104835286,0.0274568326106124,0.1657010338248147,0.589644282951961,"HAGA_(37.3125, 15.166667938232422)"
4369,HAGA,"(37.3125, 15.125)",30,200,0.5,2,5,0.1187486595624805,0.0256517069793229,0.1601615028005262,0.5460769205000247,"HAGA_(37.3125, 15.125)"
4370,HAGA,"(37.3125, 15.208335876464844)",30,200,0.5,2,5,0.128681666512642,0.031878349926686,0.1785450921383336,0.6274492851676212,"HAGA_(37.3125, 15.208335876464844)"
4371,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,0.5,2,5,0.1304040273817076,0.0330252932194054,0.1817286252063925,0.607680008317847,"HAGA_(37.35416793823242, 15.166667938232422)"
4372,HAGA,"(37.35416793823242, 15.125)",30,200,0.5,2,5,0.1266605550276942,0.0305649687392961,0.1748283979772626,0.5748468570593663,"HAGA_(37.35416793823242, 15.125)"
4373,HAGA,sea_mean,30,200,0.5,2,5,0.1241097517795508,0.0291858174824032,0.1708385714129079,0.5947587447569127,HAGA_sea_mean
4374,HAGA,sea_median,30,200,0.5,2,5,0.1255593433869331,0.0298548142256116,0.1727854572167799,0.5882736568054829,HAGA_sea_median
4376,HAGA,"(37.3125, 15.166667938232422)",30,200,0.5,5,5,0.1215700201530123,0.0275934086264382,0.1661126383705896,0.5876030879714401,"HAGA_(37.3125, 15.166667938232422)"
4377,HAGA,"(37.3125, 15.125)",30,200,0.5,5,5,0.1187437721192651,0.0257569114393669,0.1604895991625841,0.5442152614486881,"HAGA_(37.3125, 15.125)"
4378,HAGA,"(37.3125, 15.208335876464844)",30,200,0.5,5,5,0.128813232466987,0.0320079567258301,0.1789076765424841,0.6259346175082436,"HAGA_(37.3125, 15.208335876464844)"
4379,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,0.5,5,5,0.1305334865119494,0.0331226225251462,0.1819962156890802,0.6065237965572134,"HAGA_(37.35416793823242, 15.166667938232422)"
4380,HAGA,"(37.35416793823242, 15.125)",30,200,0.5,5,5,0.1268073287287591,0.0306501873004246,0.1750719489250767,0.5736614824100511,"HAGA_(37.35416793823242, 15.125)"
4381,HAGA,sea_mean,30,200,0.5,5,5,0.1242448546767008,0.0292963685233775,0.1711618197010581,0.5932237580244056,HAGA_sea_mean
4382,HAGA,sea_median,30,200,0.5,5,5,0.1257712782372126,0.0299993143988752,0.1732031015856102,0.5862808616911279,HAGA_sea_median
4384,HAGA,"(37.3125, 15.166667938232422)",30,200,0.5,10,5,0.1212296661881623,0.0274066581872357,0.1655495641408813,0.5903941641117505,"HAGA_(37.3125, 15.166667938232422)"
4385,HAGA,"(37.3125, 15.125)",30,200,0.5,10,5,0.1186051471516237,0.0255918391090451,0.159974495182967,0.5471363200971556,"HAGA_(37.3125, 15.125)"
4386,HAGA,"(37.3125, 15.208335876464844)",30,200,0.5,10,5,0.1284830426964823,0.0317931900825366,0.1783064499184947,0.6284445173827711,"HAGA_(37.3125, 15.208335876464844)"
4387,HAGA,"(37.35416793823242, 15.166667938232422)",30,200,0.5,10,5,0.1301414710363965,0.0328833116520851,0.1813375627168435,0.6093666612398985,"HAGA_(37.35416793823242, 15.166667938232422)"
4388,HAGA,"(37.35416793823242, 15.125)",30,200,0.5,10,5,0.1264190217110009,0.0304324020364421,0.1744488522072935,0.5766908357281615,"HAGA_(37.35416793823242, 15.125)"
4389,HAGA,sea_mean,30,200,0.5,10,5,0.123863922379102,0.0290969920235723,0.1705784043294236,0.5959920746252942,HAGA_sea_mean
4390,HAGA,sea_median,30,200,0.5,10,5,0.1252930864589897,0.0297778086782528,0.1725624776081196,0.5893356366985805,HAGA_sea_median
4392,MSDA,"(35.9375, 14.541667938232422)",30,200,sqrt,2,1,0.1462023957752138,0.0530651963286685,0.2303588425232869,0.7796429353229475,"MSDA_(35.9375, 14.541667938232422)"
4393,MSDA,"(35.895835876464844, 14.583335876464844)",30,200,sqrt,2,1,0.1711453603560873,0.0682088541104575,0.2611682486644529,0.7934054148510961,"MSDA_(35.895835876464844, 14.583335876464844)"
